facility_name,facility_code,facility_type,facility_ownership,latitude,longitude,admin1,status
Kapsiwon Tea Dispensary,14763,Dispensaries and clinic-out patient only,Company Medical Service,,,NANDI,Operating
Kaboswa Tea Dispensary,14629,Dispensaries and clinic-out patient only,Company Medical Service,,,NANDI,Operating
Kibwari Tea Dispensary,14858,Dispensaries and clinic-out patient only,Company Medical Service,,,NANDI,Operating
Kapchorua Tea Dispensary,14696,Dispensaries and clinic-out patient only,Company Medical Service,,,NANDI,Operating
Ogirgir Tea Dispensary,15383,Dispensaries and clinic-out patient only,Company Medical Service,,,NANDI,Operating
Ketepa Dispensary (Kericho),14842,Dispensaries and clinic-out patient only,Private,,,KERICHO,Operating
Sitoi Tea Dispensary,15597,Dispensaries and clinic-out patient only,Company Medical Service,,,NANDI,Operating
Siret Tea Dispensary,15591,Dispensaries and clinic-out patient only,Company Medical Service,,,NANDI,Operating
Mokong Tea Dispensary,15211,Dispensaries and clinic-out patient only,Company Medical Service,,,NANDI,Operating
Sagat Dispensary,15512,Dispensaries and clinic-out patient only,Public,,,BARINGO,Operating
Kaisugu Dispensary,14647,Dispensaries and clinic-out patient only,Company Medical Service,,,KERICHO,Operating
Tinderet Tea Dispensary,15726,Dispensaries and clinic-out patient only,Company Medical Service,,,NANDI,Operating
Kipkoigen Tea Dispensary,14900,Dispensaries and clinic-out patient only,Company Medical Service,,,NANDI,Operating
Mau Tea Dispensary,15158,Dispensaries and clinic-out patient only,Company Medical Service,,,KERICHO,Operating
Eldama Ravine (AIC) Health Centre,14964,Basic primary health care facility,Christian Health Association o,,,BARINGO,Operating
Chagaik Dispensary,16475,Dispensaries and clinic-out patient only,Company Medical Service,,,KERICHO,Operating
Chemomi Tea Dispensary,14322,Dispensaries and clinic-out patient only,Company Medical Service,,,NANDI,Operating
Koisagat Tea Dispensary,14966,Dispensaries and clinic-out patient only,Company Medical Service,,,NANDI,Operating
Kamkong Tea Dispensary,14673,Dispensaries and clinic-out patient only,Company Medical Service,,,NANDI,Operating
Karen Roses Dispensary,15481,Dispensaries and clinic-out patient only,Private,,,BARINGO,Operating
Rwika Dispensary,12722,Dispensaries and clinic-out patient only,Public,,,EMBU,Operating
Taito Tea Dispensary,15699,Dispensaries and clinic-out patient only,Company Medical Service,,,NANDI,Operating
Nzoia Sugar Dispensary,16085,Dispensaries and clinic-out patient only,Company Medical Service,,,BUNGOMA,Operating
Kipkeibon Tea Dispensary,14894,Dispensaries and clinic-out patient only,Company Medical Service,,,NANDI,Operating
Savani Tea Dispensary,15534,Dispensaries and clinic-out patient only,Company Medical Service,,,NANDI,Operating
Ngeru Dispensary,12649,Dispensaries and clinic-out patient only,Christian Health Association o,,,THARAKA-NITHI,Operating
KIagai (PCEA) Dispensary,14638,Dispensaries and clinic-out patient only,Christian Health Association o,,,NAKURU,Operating
St Bridgit Kalemunyang Dispensary,14661,Dispensaries and clinic-out patient only,Kenya Episcopal Conference-Cat,,,TURKANA,Operating
Kabarnet High School Dispensary,14608,Dispensaries and clinic-out patient only,Private,,,BARINGO,Operating
Tea Resaerch Dispensary,15711,Dispensaries and clinic-out patient only,Private,,,KERICHO,Operating
Kisonei Dispensary,16672,Dispensaries and clinic-out patient only,Public,,,BARINGO,Operating
JFK Engineering Disp,14596,Dispensaries and clinic-out patient only,Private,,,KERICHO,Operating
Kerenga Dispensary,14830,Dispensaries and clinic-out patient only,Private,,,KERICHO,Operating
Kapturo Dispensary (Bartabwa),14793,Dispensaries and clinic-out patient only,Public,,,BARINGO,Operating
Chemase Dispensary,14314,Dispensaries and clinic-out patient only,Private,,,KERICHO,Operating
Nginyang Health Centre,15347,Basic primary health care facility,Public,,,BARINGO,Operating
Kabinga (CHBC) Dispensary,14620,Dispensaries and clinic-out patient only,Private,,,KERICHO,Operating
Chemamul Dispensary,14310,Dispensaries and clinic-out patient only,Private,,,BOMET,Operating
Jamji Dispensary,14592,Dispensaries and clinic-out patient only,Private,,,KERICHO,Operating
Chepchabas Dispensary,14331,Dispensaries and clinic-out patient only,Public,,,BOMET,Operating
Kapsinendet Dispensary,14760,Dispensaries and clinic-out patient only,Public,,,BOMET,Operating
Chesoen Dispensary,14384,Dispensaries and clinic-out patient only,Public,,,BOMET,Operating
JFK Ii Dispensary,14597,Dispensaries and clinic-out patient only,Private,,,KERICHO,Operating
Makwasinyi Dispensary,11552,Dispensaries and clinic-out patient only,Public,,,TAITA TAVETA,Operating
Kapkein Dispensary,14709,Dispensaries and clinic-out patient only,Public,0.231798,35.7877,BARINGO,Operating
KWS Dispensary,11509,Dispensaries and clinic-out patient only,Company Medical Service,,,TAITA TAVETA,Operating
Kibabet Tea Dispensary,14847,Dispensaries and clinic-out patient only,Company Medical Service,,,NANDI,Operating
Kaprachoge Tea Dispensary,14748,Dispensaries and clinic-out patient only,Company Medical Service,,,NANDI,Operating
Monirre Dispensary,15220,Dispensaries and clinic-out patient only,Private,,,BOMET,Operating
Care Medical Clinic (North Kinangop),16176,Dispensaries and clinic-out patient only,Private,,,NYANDARUA,Operating
Shikokho Dispensary,16110,Dispensaries and clinic-out patient only,Private,,,KAKAMEGA,Operating
Liter (AIC) Dispensary,15040,Dispensaries and clinic-out patient only,Christian Health Association o,,,ELEGEYO-MARAKWET,Operating
Marinyin Dispensary,15139,Dispensaries and clinic-out patient only,Private,,,BOMET,Operating
Ebenezer Nursing Home,16761,Basic primary health care facility,Private,,,BUNGOMA,Operating
Lukhuna Dispensary,15967,Dispensaries and clinic-out patient only,Public,,,BUNGOMA,Operating
Tongaren Health Centre,16152,Basic primary health care facility,Public,,,BUNGOMA,Operating
Sacho School Dispensary,15510,Dispensaries and clinic-out patient only,Private,,,BARINGO,Operating
Kipsaraman Dispensary,14912,Dispensaries and clinic-out patient only,Kenya Episcopal Conference-Cat,,,BARINGO,Operating
Lochoraikeny Dispensary,15044,Dispensaries and clinic-out patient only,Public,,,TURKANA,Operating
Baragoi Catholic Dispensary,14227,Dispensaries and clinic-out patient only,Kenya Episcopal Conference-Cat,,,SAMBURU,Operating
Sererit Catholic Dispensary,15548,Dispensaries and clinic-out patient only,Kenya Episcopal Conference-Cat,,,SAMBURU,Operating
Ngarua Catholic Dispensary,15338,Dispensaries and clinic-out patient only,Kenya Episcopal Conference-Cat,,,LAIKIPIA,Operating
Pwani Dispensary,16092,Dispensaries and clinic-out patient only,Public,,,BUNGOMA,Operating
Lungai Dispensary,15973,Dispensaries and clinic-out patient only,Public,,,BUNGOMA,Operating
Kibisi Dispensary,15943,Dispensaries and clinic-out patient only,Public,,,BUNGOMA,Operating
Psigor Dispensary,15472,Dispensaries and clinic-out patient only,Kenya Episcopal Conference-Cat,,,WEST POKOT,Operating
Sipili Catholic Dispensary,15588,Dispensaries and clinic-out patient only,Kenya Episcopal Conference-Cat,,,LAIKIPIA,Operating
St Patrick's Kanamkemer Dispensary,15662,Dispensaries and clinic-out patient only,Kenya Episcopal Conference-Cat,,,TURKANA,Operating
Our Lady of Lords Dispensary,15452,Dispensaries and clinic-out patient only,Kenya Episcopal Conference-Cat,,,UASIN GISHU,Operating
Makhonge Health Centre,15990,Basic primary health care facility,Public,,,BUNGOMA,Operating
Nasusi Dispensary,16076,Dispensaries and clinic-out patient only,Public,,,BUNGOMA,Operating
Maeni Dispensary,15986,Dispensaries and clinic-out patient only,Public,,,BUNGOMA,Operating
Karangatha Health Centre,10481,Basic primary health care facility,Public,,,NYANDARUA,Operating
Minugu Dispensary,12528,Dispensaries and clinic-out patient only,Christian Health Association o,,,THARAKA-NITHI,Operating
St Joseph Catholic Dispensary (Laikipia East),15646,Dispensaries and clinic-out patient only,Kenya Episcopal Conference-Cat,,,LAIKIPIA,Operating
Rumuruti Catholic Dispensary,15501,Dispensaries and clinic-out patient only,Kenya Episcopal Conference-Cat,,,LAIKIPIA,Operating
Nyagani Dispensary,12683,Dispensaries and clinic-out patient only,Christian Health Association o,,,THARAKA-NITHI,Operating
Namwaya Clinic,16071,Dispensaries and clinic-out patient only,Private,,,BUNGOMA,Operating
Samburu Lodge Dispensary,15524,Dispensaries and clinic-out patient only,Private,,,SAMBURU,Operating
Ekitale Dispensary,15869,Dispensaries and clinic-out patient only,Public,,,BUNGOMA,Operating
Mayanja Dispensary,16489,Dispensaries and clinic-out patient only,Public,,,BUNGOMA,Operating
Mary Immaculate Dispensary (Laikipia East),15148,Dispensaries and clinic-out patient only,Kenya Episcopal Conference-Cat,,,LAIKIPIA,Operating
Napeililim Dispensary,15308,Dispensaries and clinic-out patient only,Kenya Episcopal Conference-Cat,,,TURKANA,Operating
Olmoran Catholic Dispensary,15416,Dispensaries and clinic-out patient only,Kenya Episcopal Conference-Cat,,,LAIKIPIA,Operating
Kangagetei Dispensary,14685,Dispensaries and clinic-out patient only,Christian Health Association o,,,TURKANA,Operating
Loyapat Dispensary,15098,Dispensaries and clinic-out patient only,Public,,,TURKANA,Operating
Jordan Baptist Medical Clinic,16713,Dispensaries and clinic-out patient only,Faith-Based,,,BUNGOMA,Operating
Eliye Springs (AIC) Dispensary,14440,Dispensaries and clinic-out patient only,Christian Health Association o,,,TURKANA,Operating
Kayaya Dispensary,16710,Dispensaries and clinic-out patient only,Public,,,BUNGOMA,Operating
Sinoko Dispensary (Bungoma East),16126,Secondary care hospitals,Public,,,BUNGOMA,Operating
Nandarasi Dispensary,10820,Dispensaries and clinic-out patient only,Public,,,NYANDARUA,Operating
Siboti Health Centre,16124,Basic primary health care facility,Public,,,BUNGOMA,Operating
D Comboni Mission,11981,Dispensaries and clinic-out patient only,Kenya Episcopal Conference-Cat,,,MACHAKOS,Operating
Kapkateny Dispensary,15922,Dispensaries and clinic-out patient only,Public,,,BUNGOMA,Operating
Kopsiro Health Centre,15956,Basic primary health care facility,Public,,,BUNGOMA,Operating
Tamlega Dispensary,16148,Dispensaries and clinic-out patient only,Public,,,BUNGOMA,Operating
Korosiandet Dispensary,15958,Dispensaries and clinic-out patient only,Public,,,BUNGOMA,Operating
Butonge Dispensary,15837,Dispensaries and clinic-out patient only,Christian Health Association o,,,BUNGOMA,Operating
Kahuru Dispensary (Nyandarua South),10426,Dispensaries and clinic-out patient only,Public Institution,,,NYANDARUA,Operating
Uluthe Dispensary,13799,Dispensaries and clinic-out patient only,Public,,,SIAYA,Operating
Kaptalelio Dispensary,15924,Dispensaries and clinic-out patient only,Public,,,BUNGOMA,Operating
Kaborom Dispensary,15910,Dispensaries and clinic-out patient only,Public,,,BUNGOMA,Operating
Kaptama (Friends) Health Centre,15925,Basic primary health care facility,Faith-Based,,,BUNGOMA,Operating
Kaare Dispensary,12120,Dispensaries and clinic-out patient only,Public,,,THARAKA-NITHI,Operating
Nerkwo Dispensary,15333,Dispensaries and clinic-out patient only,Kenya Episcopal Conference-Cat,,,ELEGEYO-MARAKWET,Operating
Quadalupe Sisters Roret,15475,Dispensaries and clinic-out patient only,Kenya Episcopal Conference-Cat,,,KERICHO,Operating
Buduta Dispensary,15813,Dispensaries and clinic-out patient only,Public,,,BUSIA,Operating
Khasoko Health Centre,15935,Basic primary health care facility,Christian Health Association o,,,BUNGOMA,Operating
Tuina Dipensary,15743,Dispensaries and clinic-out patient only,Faith-Based,,,WEST POKOT,Operating
Talek Health Centre,15702,Basic primary health care facility,Faith-Based,,,NAROK,Operating
Lukhome Dispensary (Bungoma West),15966,Dispensaries and clinic-out patient only,Public,,,BUNGOMA,Operating
Holy Rosary Ikinu Dispensary,10322,Dispensaries and clinic-out patient only,Faith-Based,,,KIAMBU,Operating
Weru Health Centre (Nyandarua South),11183,Basic primary health care facility,Public,,,NYANDARUA,Operating
New Busia Maternity & Nursing Home,16080,Basic primary health care facility,Private,,,BUSIA,Operating
Musibiriri Dispensary,16486,Dispensaries and clinic-out patient only,Public,,,BUSIA,Operating
Busibwabo Dispensary,15835,Dispensaries and clinic-out patient only,Public,,,BUSIA,Operating
Lupida Health Centre,15975,Basic primary health care facility,Public,,,BUSIA,Operating
Mununga Dispensary,10770,Dispensaries and clinic-out patient only,Christian Health Association o,,,MURANG'A,Operating
Your Family Clinic,16165,Dispensaries and clinic-out patient only,Private,,,BUSIA,Operating
Bujumba Dispensary,15816,Dispensaries and clinic-out patient only,Faith-Based,,,BUSIA,Operating
Igara Dispensary,15897,Dispensaries and clinic-out patient only,Public,,,BUSIA,Operating
Chemasiri (ACK) Dispensary,15853,Dispensaries and clinic-out patient only,Christian Health Association o,,,BUSIA,Operating
Khayo Dispensary,15937,Dispensaries and clinic-out patient only,Public,,,BUSIA,Operating
Tambach T T College Dispensary,16332,Dispensaries and clinic-out patient only,Private,,,ELEGEYO-MARAKWET,Operating
Busia County Referral Hospital,15834,Secondary care hospitals,Public,,,BUSIA,Operating
Rumangao Dispensary,11760,Dispensaries and clinic-out patient only,Christian Health Association o,,,TAITA TAVETA,Operating
Olkoroi Dispensary,15411,Dispensaries and clinic-out patient only,Public,,,NAROK,Operating
Iriga Dispensary,12092,Dispensaries and clinic-out patient only,Christian Health Association o,,,THARAKA-NITHI,Operating
Mara Serena Dispensary,15123,Dispensaries and clinic-out patient only,Private,,,NAROK,Operating
Munongo Dispensary,16043,Dispensaries and clinic-out patient only,Public,,,BUSIA,Operating
Chesoi Medical Clinic,16336,Dispensaries and clinic-out patient only,Private,,,ELEGEYO-MARAKWET,Operating
Kenton Dispensary,10513,Dispensaries and clinic-out patient only,Public,,,NYANDARUA,Operating
Olasiti (AIC) Dispensary,15387,Dispensaries and clinic-out patient only,Christian Health Association o,,,NAROK,Operating
Bukembe Dispensary,15819,Dispensaries and clinic-out patient only,Public,,,BUNGOMA,Operating
Webuye Health Centre,16160,Basic primary health care facility,Public,,,BUNGOMA,Operating
Ngilai Dispensary,14459,Dispensaries and clinic-out patient only,Public,,,SAMBURU,Operating
Jemunada Dispensary,14595,Dispensaries and clinic-out patient only,Public,,,ELEGEYO-MARAKWET,Operating
St Damiano Medical Centre,16138,Primary care hospitals,Kenya Episcopal Conference-Cat,,,BUNGOMA,Operating
St Ladislaus Dispensary,16345,Dispensaries and clinic-out patient only,Faith-Based,,,UASIN GISHU,Operating
Kamasia Health Centre,14670,Basic primary health care facility,Public,,,ELEGEYO-MARAKWET,Operating
Elgon View Medical Cottage,15871,Primary care hospitals,Private,,,BUNGOMA,Operating
Wusi-Wutesia (ACK) Dispensary,11909,Dispensaries and clinic-out patient only,Christian Health Association o,,,TAITA TAVETA,Operating
Ccs Kiritiri Clinic,11964,Dispensaries and clinic-out patient only,Faith-Based,,,EMBU,Operating
By Faith Medical Clinic,11959,Dispensaries and clinic-out patient only,Private,,,EMBU,Operating
Gachuriri Dispensary,12023,Dispensaries and clinic-out patient only,Public,,,EMBU,Operating
Nganduri Dispensary,12645,Dispensaries and clinic-out patient only,Public,,,EMBU,Operating
Kiamuringa Dispensary,12274,Dispensaries and clinic-out patient only,Public,,,EMBU,Operating
Ndunyu Njeru Dispensary,10840,Dispensaries and clinic-out patient only,Public,,,NYANDARUA,Operating
Mary Finch Dispensary,15146,Dispensaries and clinic-out patient only,Faith-Based,,,KERICHO,Operating
Riakanau Dispensary,12712,Dispensaries and clinic-out patient only,Public,,,EMBU,Operating
Karaba Dispensary (Mbeere),12193,Dispensaries and clinic-out patient only,Public,,,EMBU,Operating
Kigumo Dispensary,12300,Dispensaries and clinic-out patient only,Public,,,EMBU,Operating
Consolata Kyeni Hospital,12413,Primary care hospitals,Kenya Episcopal Conference-Cat,,,EMBU,Operating
St Agnes Kiaganari,12742,Dispensaries and clinic-out patient only,Private,,,EMBU,Operating
Universal Medical Clinic,12824,Dispensaries and clinic-out patient only,Private,,,EMBU,Operating
Patrician Dispensary,16343,Dispensaries and clinic-out patient only,Faith-Based,,,UASIN GISHU,Operating
Ccs Macumo Clinic,16242,Dispensaries and clinic-out patient only,Christian Health Association o,,,EMBU,Operating
